files,controls
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dTMEM_NoTreat_10pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dTMEM_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dTMEM_NoTreat_9pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dTMEM_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dTMEM_NoTreat_1pos_replacementpos9_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dTMEM_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_10pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dTMEM+dFIP200_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_WT_NoTreat_10pos_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_WT_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_WT_NoTreat_10pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_WT_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dVPS_NoTreat_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dVPS_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dVPS_Torin_10Pos_1_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dVPS_Torin_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dVPS_NoTreat_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dVPS_NoTreat_Empty_AiryscanProcessing.czi
/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dVPS_Torin_10Pos_2_AiryscanProcessing.czi,/n/denic_lab/Lab/TH_Imaging/7.10.17 TH73_LC3-WIPI Repeat LSM Airyscan880/LC3-WIPI_HEK_dVPS_Torin_Empty_AiryscanProcessing.czi
